Time, CPU Utilization (%), Memory Utilization (MB)
2023-11-07 12:30:43, 0.00, 1.38
2023-11-07 12:30:43, 2.40, 1.38
2023-11-07 12:30:43, 0.00, 1.38
2023-11-07 12:30:43, 0.00, 1.38
2023-11-07 12:30:43, 0.00, 1.38
2023-11-07 12:30:43, 0.00, 1.38
2023-11-07 12:30:43, 0.00, 1.38
2023-11-07 12:30:43, 0.00, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:44, 4.90, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:44, 0.00, 1.38
2023-11-07 12:30:45, 0.00, 1.38
2023-11-07 12:30:45, 0.00, 1.38
2023-11-07 12:30:45, 0.00, 1.38
2023-11-07 12:30:45, 0.00, 1.38
2023-11-07 12:30:45, 0.00, 1.38
2023-11-07 12:30:45, 0.00, 1.38
2023-11-07 12:30:45, 0.00, 1.38
2023-11-07 12:30:45, 2.50, 1.38
2023-11-07 12:30:45, 2.40, 1.38
2023-11-07 12:30:45, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:46, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:47, 0.00, 1.38
2023-11-07 12:30:48, 2.40, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:48, 0.00, 1.38
2023-11-07 12:30:49, 2.40, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:49, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:50, 0.00, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:51, 4.90, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:51, 0.00, 1.38
2023-11-07 12:30:52, 0.00, 1.38
2023-11-07 12:30:52, 0.00, 1.38
2023-11-07 12:30:52, 0.00, 1.38
2023-11-07 12:30:52, 0.00, 1.38
2023-11-07 12:30:52, 0.00, 1.50
2023-11-07 12:30:52, 4.90, 1.50
2023-11-07 12:30:52, 2.50, 1.50
2023-11-07 12:30:52, 4.90, 1.50
2023-11-07 12:30:52, 0.00, 1.50
2023-11-07 12:30:52, 4.80, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:53, 2.50, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:53, 0.00, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:54, 2.40, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:54, 0.00, 1.50
2023-11-07 12:30:55, 0.00, 1.50
2023-11-07 12:30:55, 0.00, 1.50
